# Tetrahedron method
       -1.6287988728        0.0000000000
       -1.5248176029        0.0000000000
       -1.4208363331        0.0000000000
       -1.3168550632        0.0000000000
       -1.2128737933        0.0000000000
       -1.1088925234        0.0000000000
       -1.0049112535        0.0000000000
       -0.9009299837        0.0000000000
       -0.7969487138        0.0000000000
       -0.6929674439        0.0000000000
       -0.5889861740        0.0000000000
       -0.4850049042        0.0000000000
       -0.3810236343        0.0000000000
       -0.2770423644        0.0000000000
       -0.1730610945        0.0000000000
       -0.0690798247        0.0000000000
        0.0349014452        0.0000000000
        0.1388827151        0.0012405138
        0.2428639850        0.0089924432
        0.3468452548        0.0209310324
        0.4508265247        0.0346967174
        0.5548077946        0.0563245626
        0.6587890645        0.0851788594
        0.7627703343        0.1269742262
        0.8667516042        0.1828904617
        0.9707328741        0.2581349959
        1.0747141440        0.3502979124
        1.1786954138        0.4723820734
        1.2826766837        0.6270112504
        1.3866579536        0.8358171997
        1.4906392235        1.1313504240
        1.5946204933        1.6955025828
        1.6986017632        2.7479183875
        1.8025830331        1.8365784943
        1.9065643030        1.6911591752
        2.0105455729        1.5277653517
        2.1145268427        2.1469380132
        2.2185081126        2.2099816807
        2.3224893825        2.0960973941
        2.4264706524        1.9827424289
        2.5304519222        1.6145088586
        2.6344331921        1.5627580635
        2.7384144620        1.6086787358
        2.8423957319        1.7292225401
        2.9463770017        1.5965673408
        3.0503582716        2.1152920368
        3.1543395415        1.8603326651
        3.2583208114        2.4357899128
        3.3623020812        2.0413335942
        3.4662833511        1.6918189186
        3.5702646210        1.6423470215
        3.6742458909        1.6599975896
        3.7782271607        1.5209718876
        3.8822084306        1.6887531627
        3.9861897005        2.2828838892
        4.0901709704        2.2026010143
        4.1941522402        2.3382065123
        4.2981335101        2.5684345890
        4.4021147800        3.2559248465
        4.5060960499        1.6398480907
        4.6100773197        0.9942450508
        4.7140585896        1.2629555933
        4.8180398595        1.7494686224
        4.9220211294        1.5446196673
        5.0260023993        1.7073434554
        5.1299836691        1.7013953635
        5.2339649390        1.6407307924
        5.3379462089        1.5870550433
        5.4419274788        1.8342042484
        5.5459087486        2.6363208485
        5.6498900185        1.3605568967
        5.7538712884        1.0810030231
        5.8578525583        1.0648395948
        5.9618338281        1.9045582099
        6.0658150980        2.0410911528
        6.1697963679        2.2963497311
        6.2737776378        2.1843969331
        6.3777589076        2.4630796676
        6.4817401775        2.6692259463
        6.5857214474        2.9529983277
        6.6897027173        2.2120582483
        6.7936839871        3.2486746964
        6.8976652570        2.7568782933
        7.0016465269        3.6503242957
        7.1056277968        4.2397756609
        7.2096090666        2.9904061021
        7.3135903365        3.1608288245
        7.4175716064        3.9956163006
        7.5215528763        4.3596690720
        7.6255341462        3.6322463550
        7.7295154160        3.7945427669
        7.8334966859        1.6117962359
        7.9374779558        2.4155710297
