[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1434039272.954000 6/11/2015, 12:14:32 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.60,  Build 081

INFO, NAME, Nd3Sb3Zn2O14
INFO, WEIGHT, 77.700
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: MT up.seq_5 to 300_quick.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1434040677.076,,5.000000e+003,1.299644e+001,5.160025e-002,2.478656e-004,3,9.938632e-001,4.803574e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.782703e-001,0.000000e+000,0,,0,
1434040739.886,,5.000000e+003,1.349527e+001,4.987810e-002,2.389858e-004,3,9.938768e-001,4.791397e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.774502e-001,0.000000e+000,0,,0,
1434040807.646,,5.000000e+003,1.400709e+001,4.825464e-002,2.489772e-004,3,9.941106e-001,5.159653e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.917000e-001,0.000000e+000,0,,0,
1434040871.086,,5.000000e+003,1.450603e+001,4.673960e-002,2.416858e-004,3,9.936795e-001,5.170901e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.842699e-001,0.000000e+000,0,,0,
1434040935.646,,5.000000e+003,1.501515e+001,4.530877e-002,2.183786e-004,3,9.935603e-001,4.819788e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.822701e-001,0.000000e+000,0,,0,
1434040997.876,,5.000000e+003,1.552256e+001,4.399198e-002,1.814000e-004,3,9.938487e-001,4.123480e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.823502e-001,0.000000e+000,0,,0,
1434041059.456,,5.000000e+003,1.601398e+001,4.279074e-002,1.920895e-004,3,9.936168e-001,4.489044e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.882305e-001,0.000000e+000,0,,0,
1434041121.396,,5.000000e+003,1.652247e+001,4.160612e-002,1.807863e-004,3,9.936081e-001,4.345185e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.808014e-001,0.000000e+000,0,,0,
1434041182.227,,5.000000e+003,1.702726e+001,4.052724e-002,1.785024e-004,3,9.937166e-001,4.404505e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.944294e-001,0.000000e+000,0,,0,
1434041245.127,,5.000000e+003,1.753924e+001,3.947272e-002,1.676602e-004,3,9.937574e-001,4.247495e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.986904e-001,0.000000e+000,0,,0,
