-1.070431000659482379e+01 1.197084922907389881e-01
-9.634112746366589874e+00 1.049327578866527944e-01
-8.797322002487661052e+00 1.464216844337222767e-01
-7.599903164678480039e+00 2.297334524296470448e-01
-6.638228247531117177e+00 3.412610296265992105e-01
-5.656685393727407529e+00 6.912038466996666131e-01
-4.771977861442017854e+00 1.307694234124433308e+00
-3.631658471838456137e+00 2.134384052224291395e+00
-2.716564683490410914e+00 3.115509512400764791e+00
-1.715153893030361587e+00 3.703867569349950983e+00
-6.962125702264856386e-01 4.502592014425124134e+00
3.996961374393706024e-01 4.796353649272482755e+00
1.407952183386058209e+00 4.038283343489911914e+00
2.468799826364254102e+00 3.911312202085299283e+00
3.108246863286879602e+00 3.013248073728410859e+00
4.334716297551565845e+00 2.016595570618827438e+00
5.220425574542325364e+00 1.216535465936505744e+00
6.366421517476268832e+00 6.827724954295391058e-01
6.948769106193282141e+00 5.280864171765831117e-01
7.901094406090599875e+00 5.274185873730079521e-01
9.091501030962248819e+00 5.265838001185407791e-01
1.029008857092769347e+01 6.239199939895314628e-01
1.162992211434915646e+01 9.876368007613258726e-01
1.214348323329799229e+01 1.436084513861644041e+00
1.315658104532059269e+01 2.164686829561487613e+00
1.422811396515597693e+01 3.594510439014617198e+00
1.532418963027272696e+01 5.318846991844129235e+00
1.630356203721480313e+01 7.071315875149219110e+00
1.724086116653170109e+01 8.318905426951943127e+00
1.824344065914800694e+01 8.921287909776193459e+00
1.942449766676961076e+01 8.808257715521200737e+00
2.028449549632276216e+01 7.699660241587432452e+00
2.120159277408151866e+01 5.847684717549732625e+00
2.222253758629611298e+01 3.813308178410732552e+00
2.328672437829217756e+01 2.297835396649164252e+00
2.427277508327001954e+01 1.273300999240342790e+00
2.531609219390438170e+01 9.359634697097440892e-01
2.623919993989530042e+01 5.846849930295281439e-01
2.718451302685510029e+01 4.998706079755574905e-01
2.812281390087736099e+01 3.309096676711931195e-01
2.908098271155596137e+01 4.003639672429493146e-01
3.026905193211510436e+01 3.714803282383485339e-01
3.122955814710620359e+01 4.689834795602347839e-01
3.217954604269100116e+01 4.402667980065295694e-01
3.337345877403141969e+01 4.815052883772565906e-01
3.444482473641591014e+01 4.807539798482363125e-01
3.516491222212017931e+01 5.503752368708845211e-01
3.623861558881718281e+01 5.776727800919942979e-01
3.753520715245718975e+01 4.224858294863551578e-01
3.836966049202359841e+01 4.359259042832945852e-01
3.920060772512123037e+01 4.072927014550344893e-01
4.027080498534947139e+01 3.925169670509482955e-01
4.121845547662178433e+01 3.357514337471094734e-01
4.217779298945663413e+01 4.192301591939280314e-01
4.323980933459107234e+01 3.062834436643822045e-01
4.420265295389468463e+01 4.318354467364002858e-01
4.538721606798506514e+01 3.608785301066035345e-01
4.646559424330709476e+01 4.442737768279751975e-01
4.729186666777970061e+01 3.595428704994532154e-01
4.825003547845830099e+01 4.289971700712094105e-01
4.943342989039241786e+01 3.440158275663449672e-01
5.038108038166473079e+01 2.872502942625079214e-01
5.110467397383776245e+01 3.989448289103538769e-01
5.229157449224064180e+01 3.560367640306871806e-01
5.324974330291924218e+01 4.254910636024415993e-01
5.443430641700960848e+01 3.545341469726448480e-01
5.550216627292533644e+01 3.117095608184250466e-01
5.669724770642200440e+01 3.669724770642197598e-01
5.752936364167590000e+01 3.523637001110273559e-01
5.860189830621663987e+01 3.656368174570694407e-01
