	K 0.42K H//c		K 0.5K H//c		K 0.6K H//c		K 0.8K H//c		K 1K H//c		K 1.2K H//c		K 1.5K H//c		K 2K H//c		K 10K H//c		K 50K H//c 
376.628601074219	0.113541103413884	376.703826904297	0.109387905546147	376.779113769531	0.0958927864376061	376.841827392578	0.0978155009937321	376.754028320313	0.0838198442716412	376.866943359375	0.0868046778306055	376.791656494141	0.0807854499138445	9000	1.52697109295589	9000	0.893567167645294	36000	1.24421620307196
--	--	--	--	--	--	--	--	--	--	--	--	--	--	9000	1.52679228861328	9000	0.893359912045658	36000	1.24479759832433
416.267120361328	0.125473361434826	416.2294921875	0.120816932672597	416.380004882812	0.106994622092772	416.179290771484	0.108033074390065	416.392547607422	0.0935383445774808	416.179290771484	0.0958809578025855	416.204376220703	0.0892318193724402	10000	1.68027838612756	10000	0.991553184403945	38000	1.31303001019572
--	--	--	--	--	--	--	--	--	--	--	--	--	--	10000	1.67990953188621	10000	0.991273394967215	38000	1.31263641573087
456.106292724609	0.137610855127076	455.955780029297	0.132378600464697	456.005950927734	0.118067266337946	456.043579101562	0.118381580791885	456.106292724609	0.103223659005665	455.817810058594	0.105029464585755	456.031066894531	0.0978191303950703	11000	1.82900986250641	11000	1.0890869048947	40000	1.38014011556447
--	--	--	--	--	--	--	--	--	--	--	--	--	--	11000	1.82850043881332	11000	1.08886772900556	40000	1.38001866355818
495.381042480469	0.149569415961862	495.35595703125	0.143730348482026	495.569213867188	0.129082891833127	495.368530273438	0.128603121042331	495.35595703125	0.11286889645942	495.456298828125	0.114211800753451	495.694641113281	0.106368626648819	12000	1.97314303098015	12000	1.18614190206063	42000	1.44725809282252
--	--	--	--	--	--	--	--	--	--	--	--	--	--	12000	1.97282703085265	12000	1.18595072760627	42000	1.44693871902819
535.220275878906	0.161660292194375	534.98193359375	0.155257803704891	535.157531738281	0.140159103252556	535.1826171875	0.138998088799396	535.170104980469	0.122624420178583	534.956848144531	0.123423095528649	535.007019042969	0.11497317546717	13000	2.11153759215633	13000	1.2827637204041	44000	1.51380142216189
--	--	--	--	--	--	--	--	--	--	--	--	--	--	13000	2.11145549959652	13000	1.2825613003936	44000	1.51356189181613
574.745910644531	0.17406899875667	574.708251953125	0.167103446348014	574.783508300781	0.151230269115011	574.745910644531	0.149523258553831	574.720825195313	0.132290694988159	574.532653808594	0.133789710917811	574.695678710937	0.124575677226179	14000	2.24535858565091	14000	1.37896832861482	46000	1.58054267328929
--	--	--	--	--	--	--	--	--	--	--	--	--	--	14000	2.24470634339487	14000	1.37851175903559	46000	1.58015582615812
614.359313964844	0.185706879181761	614.359313964844	0.178079697602886	614.334228515625	0.16224830886433	614.359313964844	0.159639251850431	614.359313964844	0.141993894905696	614.158630371094	0.141942834380364	614.409484863281	0.132179142396999	15000	2.37165855119995	15000	1.47434751300497	48000	1.6472681806381
--	--	--	--	--	--	--	--	--	--	--	--	--	--	15000	2.37138753329701	15000	1.47394829576205	48000	1.64613125491248
653.721862792969	0.197505940766596	653.6591796875	0.189451137080116	653.6591796875	0.173328366657704	653.69677734375	0.169813188233029	653.671691894531	0.151610240883658	653.69677734375	0.150986925122706	653.872375488281	0.140450218988733	16000	2.4932556251718	16000	1.56912168647486	50000	1.71314802216528
--	--	--	--	--	--	--	--	--	--	--	--	--	--	16000	2.49257414446979	16000	1.56869885356404	50000	1.71216516055876
693.285095214844	0.208975057425211	693.410522460937	0.20088226094831	693.510864257812	0.184355588038121	693.297668457031	0.180080590312706	693.460754394531	0.16133508491863	693.260009765625	0.159972550639729	693.335327148438	0.148987535548837	17000	2.60853382114932	17000	1.66322225113203	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	17000	2.60793330845152	17000	1.66269483454913	--	
733.136901855469	0.219694926054871	732.936157226563	0.212314773631191	732.973815917969	0.195367287818329	733.1494140625	0.190251729167601	733.061584472656	0.171012876241635	732.936157226563	0.169108546823174	733.086669921875	0.157802258273067	18000	2.71643830596672	18000	1.75679652376192	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	18000	2.71557127358843	18000	1.75623649506622	--	
772.486877441406	0.23104758184796	772.712707519531	0.223831108014413	772.41162109375	0.206358691608164	772.737731933594	0.200501376239194	772.712707519531	0.180720320310533	772.712707519531	0.178281698275167	772.386474609375	0.166267759920858	19000	2.82156851208471	19000	1.84943291700985	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	19000	2.82096237660884	19000	1.84873231886241	--	
812.03759765625	0.242891098944007	811.962280273437	0.235214137885187	811.999938964844	0.217358775030358	811.999938964844	0.210784525496088	812.313537597656	0.190330092862764	812.301025390625	0.187419483478936	812.175537109375	0.174228042148928	20000	2.9194408362708	20000	1.94132935266385	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	20000	2.9189134196879	20000	1.94077044852376	--	
851.651000976563	0.254622672185201	851.600830078125	0.246516428881229	851.625915527344	0.228400095591691	851.625915527344	0.220957272228128	851.788940429688	0.199971988435938	851.588256835938	0.196461783836872	851.588256835938	0.182807682371605	21000	3.01094705112679	21000	2.03264214395425	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	21000	3.01053546377211	21000	2.0320944853703	--	
891.276977539063	0.266453641927983	891.214294433594	0.257897168610564	891.402404785156	0.239443162478231	891.189147949219	0.231173229095645	891.36474609375	0.209664096007115	891.189147949219	0.205640425140281	891.20166015625	0.191400576848011	22000	3.09767502917945	22000	2.12286748996604	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	22000	3.09706102181428	22000	2.12226247904578	--	
931.040954589844	0.278294639507495	931.053466796875	0.269384753591803	930.802612304687	0.250385528292078	930.815124511719	0.241321219332698	930.965698242188	0.219332331263422	930.965698242188	0.214829888293325	930.75244140625	0.199811700474794	23000	3.17999250011453	23000	2.21253618094897	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	23000	3.17944596608619	23000	2.21171413079523	--	
970.654418945313	0.290108357186053	970.591613769531	0.280752109210391	970.5791015625	0.261442705185977	970.616760253906	0.251714668450504	970.5791015625	0.229027714825611	970.5791015625	0.223895238794208	970.566528320312	0.208466071515191	24000	3.25759695847189	24000	2.30083853686105	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	24000	3.25694134254901	24000	2.30005022337573	--	
1009.95422363281	0.301856688257162	1010.23016357422	0.29214165756448	1010.26770019531	0.272413843971904	1009.94158935547	0.26185218862853	1010.11724853516	0.238590776923767	1010.21759033203	0.233082526491279	1010.21759033203	0.217005910937334	25000	3.33103268916865	25000	2.38745405935233	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	25000	3.33047153591733	25000	2.38764073558423	--	
1049.71813964844	0.313746980797901	1049.68041992188	0.303471919243805	1049.63024902344	0.283372406084288	1049.81848144531	0.272173898418719	1049.54248046875	0.247972909445929	1049.8310546875	0.242127320467944	1049.64282226562	0.225354055130257	27000	3.46790797571049	27000	2.56139807259408	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	27000	3.4674952638002	27000	2.56049842810299	--	
1089.35668945312	0.325498827524898	1089.2939453125	0.314853148187224	1089.28137207031	0.294420503545481	1089.09313964844	0.282310585133474	1089.26892089844	0.257659007538355	1089.30651855469	0.251331811651607	1089.130859375	0.233919482382719	28916.67	3.58799702060414	28916.67	2.72266159673386	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	28916.67	3.58774849381348	28916.67	2.72194862847467	--	
1128.93249511719	0.33735137265056	1128.93249511719	0.326377024097274	1128.94494628906	0.305404135030534	1128.89477539062	0.292703569721588	1128.94494628906	0.267318685378918	1128.93249511719	0.26053872356095	1128.94494628906	0.242579056449638	30833.33	3.70048856777051	30833.33	2.88058294158923	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	30833.33	3.69995552840953	30833.33	2.87991045733214	--	
1168.26989746094	0.350065389346153	1168.60852050781	0.339558168728197	1168.25732421875	0.316371155549173	1168.48315429688	0.304733156589302	1168.3828125	0.27691129818739	1168.50830078125	0.271421999158886	1168.52075195312	0.25287727860293	32750	3.80654765682555	32750	3.03461332402062	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	32750	3.80664324405273	32750	3.03416125266385	--	
1208.07141113281	0.361005396902298	1208.171875	0.34968880245021	1207.89587402344	0.327308058751237	1208.1591796875	0.313631570691119	1207.85827636719	0.28655493575999	1207.80810546875	0.279327591084384	1207.87072753906	0.259873087481322	34666.67	3.90989994051801	34666.67	3.18524754849813	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	34666.67	3.90937364849072	34666.67	3.18430966911617	--	
1247.72253417969	0.372738912857427	1247.64721679688	0.36029296212223	1247.68493652344	0.338359866634098	1247.64721679688	0.323220790232756	1247.58459472656	0.296229449091742	1247.60961914062	0.287771128543363	1247.67236328125	0.267933387251029	36583.33	4.01009784571358	36583.33	3.33094609838638	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	36583.33	4.0092398097802	36583.33	3.3300801905637	--	
1287.28576660156	0.38450489892481	1287.12268066406	0.371592719683429	1287.21057128906	0.349364252379273	1287.18542480469	0.333368077855241	1287.24816894531	0.305888961658965	1287.19799804688	0.296835534166269	1287.18542480469	0.276379223101292	38500	4.10855718793011	38500	3.47297409875097	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	38500	4.10930051919088	38500	3.47230273904949	--	
1326.59814453125	0.396166512420626	1326.88659667969	0.382909491023059	1326.68591308594	0.360296335014294	1326.82397460938	0.343461978220037	1326.72351074219	0.315480966591261	1326.88659667969	0.305830907690914	1326.86157226562	0.284741525313007	40416.67	4.20717059426574	40416.67	3.61051737132745	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	40416.67	4.20737976160992	40416.67	3.61003156330226	--	
1366.38720703125	0.408127097970693	1366.36218261719	0.394239870617393	1366.34948730469	0.371262734138395	1366.29931640625	0.353664155999569	1366.14892578125	0.325087090907115	1366.29931640625	0.314881493665116	1366.29931640625	0.293242307065413	42333.33	4.30505641311919	42333.33	3.74381432190597	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	42333.33	4.30518573701479	42333.33	3.7432734106557	--	
1406.01318359375	0.419752216585306	1406.01318359375	0.405670909395758	1405.93786621094	0.382268032731511	1405.77490234375	0.363670812304626	1406.01318359375	0.334653936569338	1405.78735351562	0.324066408809173	1405.96301269531	0.301708294440513	44250	4.40452448172136	44250	3.87347221051801	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	44250	4.40403754914056	44250	3.87281996826197	--	
1445.53869628906	0.431724393836326	1445.35070800781	0.417094980983411	1445.50109863281	0.393261112977113	1445.63916015625	0.374339742765028	1445.47607421875	0.344288939400037	1445.6767578125	0.33303815750398	1445.6767578125	0.310230007988216	46166.67	4.50259472769549	46166.67	3.99913905125644	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	46166.67	4.50234957457167	46166.67	3.9984215847748	--	
1485.16467285156	0.443270397290131	1485.15222167969	0.428154831968891	1484.96411132813	0.404197408874645	1485.29028320313	0.384244234037077	1485.15222167969	0.3538794924154	1485.08947753906	0.342268832589294	1484.96411132813	0.31843465728604	48083.33	4.60252498865496	48083.33	4.12019858764486	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	48083.33	4.60227871097552	48083.33	4.11906728469731	--	
1524.75305175781	0.454802249406722	1524.72802734375	0.43923792943008	1524.62768554687	0.415214077481196	1524.47717285156	0.394057207219718	1524.71545410156	0.363548589009804	1524.69030761719	0.35118809390595	1524.65270996094	0.32708319570192	50000	4.70233604671935	50000	4.23699830736795	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	50000	4.70135093600161	50000	4.23595696886951	--	
1564.45434570313	0.466651176497792	1564.36657714844	0.450741448958096	1564.31628417969	0.426208876752949	1564.26611328125	0.40430623360531	1564.34143066406	0.373143882370262	1564.34143066406	0.360252931301687	1564.37902832031	0.335369951467773	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1603.84191894531	0.478449062437953	1603.80432128906	0.461925866677818	1603.80432128906	0.437144392732572	1603.90466308594	0.414456598967934	1603.67883300781	0.382679828363096	1603.87963867187	0.369295613829906	1603.90466308594	0.343689025079473	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1643.46801757813	0.490131863690008	1643.56823730469	0.473238024238666	1643.53051757813	0.448196790362307	1643.49304199219	0.42466892709962	1643.43029785156	0.392349290385051	1643.41772460938	0.378395458543208	1643.41772460938	0.352255488169578	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1683.10632324219	0.501954045442808	1682.89318847656	0.484476840414494	1682.86804199219	0.459153858399018	1683.00610351562	0.434713967222524	1683.10632324219	0.401950916939396	1682.85546875	0.38724181266387	1683.05627441406	0.360385403385648	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1722.53161621094	0.51361425547187	1722.68212890625	0.495813664115045	1722.58190917969	0.47008317593722	1722.61962890625	0.444796958488841	1722.63208007813	0.411534326323391	1722.61962890625	0.396294351240432	1722.63208007813	0.368881455669731	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1762.03234863281	0.525401785412945	1762.30822753906	0.50706662248801	1762.23291015625	0.480989238303692	1762.20788574219	0.454947597566146	1762.14514160156	0.421136395936881	1762.283203125	0.405231781558658	1762.22045898438	0.377288084162462	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1801.80871582031	0.537318538802913	1801.80871582031	0.518273588245728	1801.72094726562	0.491931794050397	1801.74597167969	0.464975212349669	1801.80871582031	0.430668802880672	1801.78369140625	0.414376213930142	1801.59545898438	0.38575629924093	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1841.2841796875	0.548951149348045	1841.14624023438	0.529564058513156	1841.17126464844	0.502867384058359	1841.43481445313	0.475108020145706	1841.19641113281	0.440162448285223	1841.22143554687	0.423309661561203	1841.33422851562	0.393972611637431	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1881.04809570313	0.56054849540383	1880.79724121094	0.540754967046023	1880.80981445313	0.513827365231088	1880.79724121094	0.485136640995581	1880.83483886719	0.449762390501582	1880.78479003906	0.432393953177241	1880.79724121094	0.402376846733458	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1920.64892578125	0.572360688069446	1920.28527832031	0.552069278825747	1920.42333984375	0.524740859698323	1920.43579101562	0.495336523583998	1920.62390136719	0.459340756345269	1920.61145019531	0.44141104464419	1920.38562011719	0.410771523237066	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1959.93640136719	0.584092647387773	1959.9111328125	0.563267140513848	1960.06164550781	0.535707408194588	1959.99890136719	0.505345727661396	1960.16198730469	0.468923428185658	1960.18725585938	0.450495015175951	1959.97387695313	0.419327079217568	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1999.57470703125	0.595822925863613	1999.54968261719	0.574408692699724	1999.85083007813	0.546650698506469	1999.76293945313	0.515485951548511	1999.7001953125	0.478479127130645	1999.57470703125	0.45925375190136	1999.78796386719	0.427721547208668	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1000.40832519531	0.297941123801722	1000.50866699219	0.287837094452226	1000.42083740234	0.269852840252057	1000.47100830078	0.258268045561611	1000.27032470703	0.235887011131625	1000.48364257813	0.229791951476473	1000.40832519531	0.213807624765954	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1099.65515136719	0.327341039280082	1099.74291992188	0.31619924790352	1099.71789550781	0.297220534033442	1099.70532226562	0.283750174060123	1099.90600585938	0.259947152432018	1099.70532226562	0.252535247723781	1099.70532226562	0.234976947838068	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1199.71728515625	0.357148931699479	1199.66711425781	0.344983429317646	1199.64196777344	0.324914097979855	1199.70483398438	0.309614258381238	1199.55419921875	0.284228676431247	1199.69213867188	0.275606755276548	1199.69213867188	0.256391291918811	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1299.69165039062	0.386897130156997	1299.62890625	0.373722236121807	1299.59130859375	0.352653754046879	1299.57873535156	0.335441022459629	1299.60375976562	0.308617558806284	1299.59130859375	0.298607645174825	1299.60375976562	0.277879186998947	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1399.70361328125	0.416895830526838	1399.69104003906	0.402498158805786	1399.65344238281	0.38049398029326	1399.64086914062	0.361277870612772	1399.5029296875	0.33290511072458	1399.61584472656	0.321763570387763	1399.62841796875	0.299411839255775	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1499.60266113281	0.446782609632945	1499.75317382813	0.431248131119539	1499.55249023438	0.408170320291222	1499.74072265625	0.387058431537154	1499.57763671875	0.357177438822851	1499.57763671875	0.344641628676155	1499.6904296875	0.320925077153746	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1599.61474609375	0.476625945167446	1599.564453125	0.459904636156113	1599.63977050781	0.435949329731739	1599.67736816406	0.412820104858752	1599.57702636719	0.381469309431293	1599.564453125	0.367643430483967	1599.52685546875	0.341977260563014	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1699.58898925781	0.506447944389654	1699.73962402344	0.488679598018782	1699.63928222656	0.463570770855684	1699.66430664062	0.438547590420378	1699.53881835938	0.405703902094239	1699.52624511719	0.39045788709169	1699.63928222656	0.363153325631556	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1799.55078125	0.536239366019732	1799.60107421875	0.517269467591268	1799.75158691406	0.491268898409429	1799.57580566406	0.464204161571528	1799.61352539062	0.429895893587451	1799.63854980469	0.413477550948593	1799.60107421875	0.384809308503794	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1899.78869628906	0.566173780241939	1899.78869628906	0.545889516646678	1899.72595214844	0.518929183747885	1899.73840332031	0.489916773002927	1899.70068359375	0.454137668626683	1899.76342773438	0.436422579177539	1899.76342773438	0.406404436151542	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
1999.7001953125	0.595937730562364	1999.65002441406	0.574378373440063	1999.66271972656	0.546469749535556	1999.48693847656	0.5153917283319	1999.67517089844	0.478275033481552	1999.49963378906	0.459265424099106	1999.7001953125	0.427470030823475	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
2099.8251953125	0.625504949317684	2099.63696289062	0.602818171439798	2099.56176757813	0.574127321343055	2099.662109375	0.540962788035325	2099.63696289062	0.50248004585178	2099.69970703125	0.481932557003529	2099.78759765625	0.448687367677972	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
2199.62377929687	0.654984835932617	2199.74926757813	0.63112139814043	2199.69921875	0.601468101584956	2199.72412109375	0.566304234831382	2199.63623046875	0.52637373457635	2199.63623046875	0.504616656715994	2199.72412109375	0.469974162753892	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
2299.66088867187	0.684333240847198	2299.73608398438	0.659313217956233	2299.73608398438	0.628813860568778	2299.74877929687	0.591564547270384	2299.62329101562	0.550292138653472	2299.76123046875	0.527247301619916	2299.78637695313	0.490691681377656	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
