	K 0.42K H//c		K 0.5K H//c		K 0.6K H//c		K 0.8K H//c		K 1K H//c		K 1.2K H//c		K 1.5K H//c		K 2K H//c		K 10K H//c		K 50K H//c 
2399.61010742187	0.713824065880705	2399.7607421875	0.68756186611556	2399.72290039062	0.656103786086205	2399.7607421875	0.616799440378421	2399.61010742187	0.574212384270002	2399.73559570313	0.54991084083414	2399.71044921875	0.512245912609019	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
2499.76000976562	0.742804620431306	2499.86059570313	0.715803242312425	2499.64721679687	0.683281069323208	2499.873046875	0.642071442980395	2499.7099609375	0.597970839414061	2499.64721679687	0.572283339744576	2499.67236328125	0.533092647724193	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
2599.68432617187	0.771930235680981	2599.822265625	0.743318917269589	2599.77221679687	0.710488787030072	2599.78466796875	0.666824334990068	2599.671875	0.621858087512156	2599.671875	0.594294128241462	2599.59643554687	0.553743202943802	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
2699.62109375	0.80054900064193	2699.72143554687	0.771158521120526	2699.67114257813	0.737546873328847	2699.77172851562	0.691881050591718	2699.58325195313	0.645577986758948	2699.74633789062	0.617056427433801	2699.6962890625	0.574270124438771	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
2799.68310546875	0.829559593607286	2799.72094726562	0.798853165542774	2799.60791015625	0.76457514904772	2799.70825195313	0.716665704624984	2799.80859375	0.669294735916043	2799.64575195313	0.639158788510099	2799.58276367187	0.595367503612575	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
2899.78295898438	0.858255574658227	2899.59497070313	0.826719214258186	2899.70776367188	0.791411581728498	2899.6953125	0.741381745860308	2899.7705078125	0.692901115134264	2899.70776367188	0.661547161411475	2899.65747070313	0.616295341033087	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
2999.556640625	0.886433626317518	2999.7197265625	0.853585378150908	2999.63208007812	0.818293153434557	2999.65698242188	0.766152284297186	2999.70703125	0.716481898617197	2999.66943359375	0.683333733343769	2999.66943359375	0.636290562367812	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
3099.64379882812	0.914825470700592	3099.681640625	0.881436837440996	3099.64379882812	0.845050165596548	3099.78198242188	0.790854452805195	3099.64379882812	0.74007895778631	3099.60620117188	0.705479572157508	3099.61889648438	0.656836774136857	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
3199.64331054687	0.943243045333462	3199.66845703125	0.908921982413601	3199.71875	0.871750682449466	3199.76879882812	0.815542465631072	3199.64331054687	0.763569140960381	3199.78125	0.727473127104167	3199.60571289063	0.677698775819045	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
3299.66796875	0.970779121849411	3299.74291992188	0.935915460041131	3299.64282226562	0.898406862892779	3299.6552734375	0.840123370813749	3299.64282226562	0.787013481857102	3299.74291992188	0.749570007989462	3299.71801757812	0.698344812184275	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
3399.767578125	0.998956702960959	3399.72973632812	0.963274473849039	3399.64208984375	0.924942340954357	3399.74243164063	0.864818830531247	3399.72973632812	0.810349142856157	3399.75512695313	0.771618679776743	3399.529296875	0.719023106157519	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
3499.57885742188	1.02695622941429	3499.66650390625	0.990159034981001	3499.57885742188	0.951269200052784	3499.70434570313	0.889028482444977	3499.69165039063	0.833683626440838	3499.69165039063	0.793666242043	3499.654296875	0.739338085870448	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
3599.6787109375	1.05437026289802	3599.65380859375	1.01683490468252	3599.69116210937	0.977679951189879	3599.666015625	0.91363008609432	3599.666015625	0.856775085312786	3599.60327148438	0.815296689632904	3599.61596679687	0.758971504592883	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
3699.51513671875	1.08173156344909	3699.67797851562	1.04351583422792	3699.5400390625	1.00380237395291	3699.82861328125	0.937742469525895	3699.70336914063	0.880028172078098	3699.81616210937	0.837271222770444	3699.76586914063	0.779738847975251	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
3799.79028320313	1.10919997718829	3799.80297851562	1.06989328885067	3799.55200195313	1.02984958972824	3799.7529296875	0.962223617926821	3799.6396484375	0.903323380376258	3799.7529296875	0.858954751621075	3799.57739257812	0.800191431495872	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
3899.50146484375	1.13588961810274	3899.73974609375	1.09681003698933	3899.7021484375	1.05573826741773	3899.73974609375	0.986156276719671	3899.76489257812	0.926310471564106	3899.76489257812	0.880806801763108	3899.66430664063	0.820659381385513	--		--	--	--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	
3999.75170898438	1.16284556726391	3999.56372070313	1.12278299806363	3999.78930664063	1.08159254472047	3999.53833007812	1.01020041031982	3999.7392578125	0.949132705835414	3999.48828125	0.902089435128825	3999.76440429687	0.841010210763978	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
4099.57568359375	1.18947804650061	4099.47509765625	1.1492324209141	4099.71337890625	1.10748153153615	4099.5	1.03432177142735	4099.56298828125	0.97201101045716	4099.65087890625	0.924084632621739	4099.7509765625	0.861280620473675	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
4199.712890625	1.21622871979067	4199.6630859375	1.17496859867466	4199.75048828125	1.132998243527	4199.4619140625	1.05842080230882	4199.67529296875	0.994823120224357	4199.6630859375	0.945638780584444	4199.76318359375	0.881689042528262	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
4299.51171875	1.24230999879731	4299.69970703125	1.20111936406171	4299.54931640625	1.15831009153887	4299.78759765625	1.08204097074896	4299.46142578125	1.01753235008223	4299.78759765625	0.967145549694433	4299.724609375	0.901649831728818	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
4399.73681640625	1.26921614475373	4399.69921875	1.2269247146907	4399.8369140625	1.18357623036963	4399.74951171875	1.10579385537134	4399.548828125	1.04024525409756	4399.69921875	0.988370082477181	4399.52392578125	0.92235280626749	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
4499.77392578125	1.29530604990791	4499.673828125	1.25188884109768	4499.61083984375	1.20840586245834	4499.68603515625	1.12935727969722	4499.69873046875	1.06270685422602	4499.6484375	1.01063714549238	4499.58544921875	0.94288051470193	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
4599.78564453125	1.32106738365674	4599.71044921875	1.2781252917067	4599.5224609375	1.23355156965849	4599.74853515625	1.15268539741263	4599.7734375	1.08505568839346	4599.685546875	1.03185200315792	4599.5224609375	0.962070045405183	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
4699.7353515625	1.34701556569499	4699.53466796875	1.30324986254007	4699.57177734375	1.25819830484791	4699.57177734375	1.17627072022648	4699.67236328125	1.1074233201821	4699.65966796875	1.05245651858221	4699.65966796875	0.982299171041762	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
4799.697265625	1.3727069621479	4799.6591796875	1.32853822840631	4799.79736328125	1.28309569547895	4799.53369140625	1.19979385467972	4799.5087890625	1.12980491043546	4799.609375	1.07377798222998	4799.6220703125	1.00228971713127	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
4899.52099609375	1.39841599056812	4899.9599609375	1.35335285744156	4899.59619140625	1.30743861886222	4899.6337890625	1.22299338327813	4899.60888671875	1.15214968442841	4899.771484375	1.09481604177004	4899.7216796875	1.02239136165405	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
4999.63330078125	1.4233657848953	4999.74609375	1.37836220393967	4999.70849609375	1.33196872073286	4999.78369140625	1.24617515536735	4999.75830078125	1.17428620221915	4999.72119140625	1.11596633874615	4999.68359375	1.04157768519938	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
5099.72021484375	1.44912311336297	5099.607421875	1.40291617167311	5099.49462890625	1.35627886182035	5099.7578125	1.2690271872744	5099.7080078125	1.19623352178526	5099.6953125	1.13686098270912	5099.51953125	1.06155875376541	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
5199.55712890625	1.47439237835608	5199.50634765625	1.42781072903063	5199.75732421875	1.38052817383654	5199.70751953125	1.29243475129643	5199.669921875	1.2181733065044	5199.51904296875	1.15805698355962	5199.61962890625	1.08137007873219	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
5299.6943359375	1.499180230356	5299.7822265625	1.45220167485671	5299.6943359375	1.4046831397519	5299.5439453125	1.31474646784646	5299.63134765625	1.24007427186155	5299.63134765625	1.17882528376291	5299.73193359375	1.10188470886894	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
5399.806640625	1.52423165385048	5399.73095703125	1.47708784733424	5399.58056640625	1.42839544458225	5399.73095703125	1.33779238881737	5399.74365234375	1.26171527024168	5399.75634765625	1.1996463378856	5399.7060546875	1.12144624699382	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
5499.80615234375	1.54900396934696	5499.73046875	1.50120434947913	5499.6806640625	1.45258669650812	5499.7431640625	1.36087757401662	5499.7177734375	1.28329662776266	5499.56787109375	1.22002763504437	5499.65576171875	1.140926447453	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
5599.591796875	1.57345471639404	5599.83056640625	1.52581732730282	5599.57958984375	1.47617992868719	5599.50439453125	1.38312288673527	5599.81787109375	1.30501858748975	5599.80517578125	1.24144738772184	5599.75537109375	1.16037467401368	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
5699.54150390625	1.59827671067916	5699.7548828125	1.54981142265973	5699.72998046875	1.49994154468964	5699.8046875	1.40557059891657	5699.7919921875	1.32666680540723	5699.76708984375	1.26134321201229	5699.59130859375	1.1799406927396	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
5799.75439453125	1.623048160434	5799.65380859375	1.57355980929715	5799.81689453125	1.5235889654734	5799.55322265625	1.42748446194824	5799.56591796875	1.34787770205816	5799.541015625	1.28216748629778	5799.51611328125	1.19885993748982	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
5899.52783203125	1.64725969337754	5899.5029296875	1.59700299952557	5899.7783203125	1.54689470575113	5899.51513671875	1.45003243427698	5899.75341796875	1.36938449287754	5899.7783203125	1.30278579280672	5899.76611328125	1.21851315243574	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
5999.5771484375	1.6715960458814	5999.82861328125	1.62154706916457	5999.740234375	1.57028055211067	5999.5771484375	1.47207830667672	5999.52734375	1.39049596869072	5999.7529296875	1.32319498736609	5999.7529296875	1.23822318652226	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
6099.5263671875	1.69590757158233	6099.7646484375	1.64491829253781	6099.5390625	1.59310226591057	6099.802734375	1.49448127915832	6099.802734375	1.41178808261197	6099.82763671875	1.3434819362843	6099.6142578125	1.25671242995235	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
6199.751953125	1.72016290056693	6199.55126953125	1.66849973387498	6199.814453125	1.61626781150696	6199.71435546875	1.51625457300993	6199.71435546875	1.43288736027797	6199.71435546875	1.36382330954455	6199.53857421875	1.27555079880569	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
6299.763671875	1.74416472995889	6299.525390625	1.69208958718686	6299.65087890625	1.63910188717936	6299.5634765625	1.53796706887044	6299.525390625	1.45376403595237	6299.5126953125	1.38399041137695	6299.8642578125	1.29514892091527	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
6399.55029296875	1.76793709412395	6399.4873046875	1.71501420314898	6399.78857421875	1.66193834062719	6399.53759765625	1.5597328882714	6399.4873046875	1.47463548887518	6399.4873046875	1.40411125321533	6399.77587890625	1.31394171968116	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
6499.775390625	1.79184815350087	6499.72509765625	1.73843542683939	6499.80078125	1.68456841515496	6499.69970703125	1.58161583932371	6499.5498046875	1.4954692833414	6499.64990234375	1.42419313427123	6499.5244140625	1.3329183988307	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
6599.59912109375	1.81528489780537	6599.48583984375	1.7613573673969	6599.787109375	1.70733128596591	6599.68701171875	1.60307664334381	6599.5615234375	1.51620719075743	6599.4990234375	1.44398540029302	6599.85009765625	1.35177037188284	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
6699.87451171875	1.83885495775223	6699.58544921875	1.78441683121944	6699.81201171875	1.72975457942432	6699.58544921875	1.62415944412418	6699.7490234375	1.53674968569119	6699.7490234375	1.46372401023214	6699.67333984375	1.37048525695984	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
6799.8115234375	1.86259863802335	6799.7607421875	1.80750429293732	6799.49755859375	1.75202201404698	6799.5849609375	1.64588897607594	6799.74853515625	1.55732395589755	6799.5849609375	1.48307184710794	6799.68603515625	1.38925654509841	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
6899.7734375	1.88619563576723	6899.56005859375	1.83023380465532	6899.7978515625	1.77429673171484	6899.546875	1.66690172523178	6899.69775390625	1.57781975499649	6899.748046875	1.50320120579645	6899.634765625	1.40759223733404	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
6999.77197265625	1.90928728257313	6999.72216796875	1.8528878335556	6999.83544921875	1.7964148992816	6999.7099609375	1.68813530725768	6999.72216796875	1.59821727862612	6999.5341796875	1.5224278273588	6999.671875	1.42653699577999	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
7099.583984375	1.93224084728595	7099.53369140625	1.87531184075008	7099.75927734375	1.81836948868151	7099.70947265625	1.70945300406459	7099.50830078125	1.61826239599047	7099.521484375	1.54233562068472	7099.771484375	1.44508237575622	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
7199.52001953125	1.95506587050611	7199.6455078125	1.89790124713404	7199.55810546875	1.84022965028782	7199.78369140625	1.72994484261161	7199.58349609375	1.63849079582835	7199.54541015625	1.56165732455783	7199.69580078125	1.46350987896421	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
7299.53271484375	1.97764232246294	7299.783203125	1.92029714586576	7299.53271484375	1.86199664255657	7299.720703125	1.75105487066862	7299.783203125	1.6585206357449	7299.5576171875	1.58096963201797	7299.53271484375	1.48202436058071	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
7399.8203125	2.00029594424197	7399.55712890625	1.94225170922491	7399.77001953125	1.8836372946372	7399.53173828125	1.77165685697403	7399.5693359375	1.67845445219594	7399.51904296875	1.60020504909482	7399.83251953125	1.49961955287258	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
7499.5810546875	2.02281039045568	7499.5439453125	1.96434604053379	7499.79443359375	1.90526537825741	7499.5185546875	1.79209933738502	7499.4931640625	1.69833345416818	7499.46875	1.61892134613569	7499.7822265625	1.51798338874477	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
7599.54345703125	2.04480691480462	7599.7314453125	1.98630923999756	7599.54345703125	1.92660727047789	7599.78173828125	1.81286843605678	7599.80712890625	1.71812716925536	7599.58056640625	1.63827584918026	7599.568359375	1.5362548187641	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
7699.5302734375	2.06678954782753	7699.7431640625	2.00805514058513	7699.517578125	1.94819311725384	7699.66796875	1.83301336259217	7699.59326171875	1.73784119909033	7699.56787109375	1.65738523579366	7699.869140625	1.55504675814329	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
7799.767578125	2.08889890748927	7799.591796875	2.02935571121437	7799.5419921875	1.96921451419563	7799.767578125	1.85346442637065	7799.71728515625	1.75728093580858	7799.50439453125	1.67617170757293	7799.49169921875	1.57279209669499	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
7899.7802734375	2.1105051821457	7899.529296875	2.05107927856762	7899.79248046875	1.99020918784779	7899.54150390625	1.87345839356301	7899.5791015625	1.77668097320942	7899.5537109375	1.69507092065422	7899.4912109375	1.59067416988541	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
7999.55322265625	2.13214615674228	7999.541015625	2.07192120017342	7999.80419921875	2.01116990408074	7999.57861328125	1.89344847581558	7999.55322265625	1.79611714557879	7999.541015625	1.7139312015317	7999.77978515625	1.60851520619177	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
8099.51513671875	2.15340077400676	8099.578125	2.09349936829858	8099.5283203125	2.03183188946613	8099.640625	1.9136766781177	8099.76611328125	1.81554539380418	8099.76611328125	1.73274578371033	8099.5283203125	1.62638644906722	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
8199.7529296875	2.17459599082843	8199.7783203125	2.1141004105438	8199.5400390625	2.05217655093094	8199.58984375	1.93335165739429	8199.740234375	1.83444589224226	8199.740234375	1.75098339627467	8199.501953125	1.64424827139633	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
8299.4765625	2.19531644313055	8299.6142578125	2.13496121284458	8299.7275390625	2.0727424302233	8299.6142578125	1.95280012559496	8299.77734375	1.85336011996748	8299.740234375	1.76917528547701	8299.5517578125	1.66189340676422	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
8399.5390625	2.21634859652707	8399.5888671875	2.15549279764272	8399.5390625	2.09313436595706	8399.7392578125	1.97227456615105	8399.5517578125	1.87185529007205	8399.6015625	1.78750037732207	8399.5634765625	1.67929083745038	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
8499.5888671875	2.23668140747225	8499.5009765625	2.17613255227291	8499.7646484375	2.11312387873505	8499.5009765625	1.99140035087617	8499.513671875	1.89078648321023	8499.8017578125	1.80608295616823	8499.7392578125	1.69698079895437	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
8599.5751953125	2.25727544388104	8599.80078125	2.19634819495856	8599.763671875	2.13325415944095	8599.5	2.01031239102331	8599.7763671875	1.9097344077983	8599.625	1.82382453140257	8599.7509765625	1.71400525876601	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
8699.537109375	2.27723431308642	8699.6123046875	2.21617446347568	8699.7255859375	2.15288623635965	8699.537109375	2.02955145568924	8699.8134765625	1.92798443940269	8699.75	1.8419744009283	8699.7626953125	1.73224124828142	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
8799.51171875	2.29679151875086	8799.75	2.23612625497387	8799.7119140625	2.17284402135613	8799.5361328125	2.0482501241433	8799.6123046875	1.94624036925411	8799.75	1.86017934043243	8799.76171875	1.74925533729492	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
8899.5732421875	2.3164336034061	8899.611328125	2.25545958134314	8899.5478515625	2.19198638730559	8899.787109375	2.06694996801413	8899.5732421875	1.96450698518596	8899.76171875	1.87832592113598	8899.7744140625	1.7665681413318	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
8999.560546875	2.33619912889273	8999.8115234375	2.27522557054367	8999.7607421875	2.21143757666214	8999.509765625	2.08530900947907	8999.798828125	1.98261804741888	8999.7861328125	1.89574524282261	8999.82421875	1.78430778078846	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
9099.72265625	2.35504718851572	9099.509765625	2.29470886390816	9099.6982421875	2.23052659458992	9099.5732421875	2.10396013292259	9099.748046875	2.00070058441936	9099.7353515625	1.9135886484994	9099.798828125	1.80093809161282	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
9199.5849609375	2.37383323690051	9199.697265625	2.31339830604381	9199.7724609375	2.2495598106677	9199.5595703125	2.12208946474662	9199.5849609375	2.01835878264078	9199.634765625	1.93125268363279	9199.6728515625	1.81767455986064	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
9299.6083984375	2.39230930399496	9299.5341796875	2.33246810933729	9299.6220703125	2.26803728813972	9299.5712890625	2.14043916820709	9299.7724609375	2.03641403350386	9299.4833984375	1.94872870717227	9299.6845703125	1.83449090169908	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
9399.583984375	2.41041260131588	9399.646484375	2.3505478856485	9399.7587890625	2.2866010785303	9399.533203125	2.158180583012	9399.6337890625	2.05403664384506	9399.8466796875	1.96615183511798	9399.5205078125	1.85144834228733	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
9499.7578125	2.4285000101368	9499.607421875	2.36916358143211	9499.783203125	2.30521926281916	9499.6328125	2.17628545925963	9499.5703125	2.07157935608373	9499.5703125	1.98323434770664	9499.5322265625	1.86855240100395	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
9599.6455078125	2.44634610251689	9599.5693359375	2.38727339870524	9599.783203125	2.32354308571971	9599.5947265625	2.19386626134232	9599.5693359375	2.08892557002282	9599.5439453125	2.00063892072798	9599.5439453125	1.88478951093959	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
9699.5693359375	2.46356165343082	9699.8447265625	2.40524535083404	9699.7705078125	2.34168373889499	9699.5439453125	2.21166083082293	9699.53125	2.10627309695558	9699.59375	2.01774711672925	9699.494140625	1.90171736763548	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
9799.5810546875	2.48081625964837	9799.6064453125	2.42270361517399	9799.7685546875	2.35927035982666	9799.568359375	2.22911287598528	9799.806640625	2.12361132263347	9799.5185546875	2.03508846387442	9799.556640625	1.91850130573769	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
9899.5048828125	2.4979698848853	9899.54296875	2.44044610184478	9899.5302734375	2.37699410562293	9899.642578125	2.24629480455569	9899.60546875	2.14049458088733	9899.580078125	2.05134626319742	9899.630859375	1.93516068329905	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
9999.6552734375	2.51459250789083	9999.5673828125	2.45742792614672	9999.8310546875	2.39427818853155	9999.5927734375	2.26347690371002	9999.5419921875	2.15740505430077	9999.642578125	2.06827007069434	9999.755859375	1.95175682933041	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
9999.6181640625	2.51446046658099	9999.5302734375	2.45744754813334	9999.818359375	2.39445013587792	9999.5673828125	2.26308380126889	9999.5546875	2.15743506074747	9999.5546875	2.06748067975643	9999.73046875	1.95151237888259	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
10499.501953125	2.59242907696597	10499.6025390625	2.53996064900966	10499.5146484375	2.4786984343831	10499.828125	2.3479584819209	10499.7275390625	2.24130432740031	10499.7900390625	2.15016321226703	10499.7783203125	2.03085838198154	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
10999.548828125	2.66371083110624	10999.599609375	2.61616042730956	10999.51171875	2.55790020976776	10999.8125	2.42931158534737	10999.75	2.3224308618635	10999.75	2.23051060746863	10999.7744140625	2.10667739989359	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
11499.796875	2.72765302452468	11499.4833984375	2.68607239747653	11499.796875	2.63205403080315	11499.796875	2.50692585822991	11499.521484375	2.40024958907692	11499.62109375	2.30798156898789	11499.5595703125	2.18226735764026	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
11999.48046875	2.78541245658314	11999.5439453125	2.74962774655424	11999.5185546875	2.70060836444586	11999.8193359375	2.5803146008207	11999.7197265625	2.47515820647425	11999.6318359375	2.38328666734856	11999.7451171875	2.25770306258675	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
12499.75390625	2.83721037483199	12499.5283203125	2.80753016512206	12499.7919921875	2.7633924062924	12499.75390625	2.64961470483373	12499.56640625	2.54649025669598	12499.7666015625	2.45505743864491	12499.56640625	2.32983872004299	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
12999.55078125	2.8838877367358	12999.61328125	2.85991119227402	12999.5380859375	2.82125131545211	12999.689453125	2.7145863262023	12999.77734375	2.61459146154612	12999.513671875	2.52463343534739	12999.8134765625	2.3997768305743	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
13499.509765625	2.92622879082067	13499.7734375	2.90716642130947	13499.560546875	2.87378181066738	13499.5361328125	2.77530837616024	13499.748046875	2.67900286011557	13499.798828125	2.59125955104208	13499.78515625	2.46772815961089	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
13999.5439453125	2.96477271564594	13999.845703125	2.95013521722621	13999.5703125	2.92211338861521	13999.51953125	2.83180543939033	13999.783203125	2.74030660626805	13999.482421875	2.65443311735739	13999.51953125	2.53177782393975	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
14499.56640625	3.00046499732184	14499.8173828125	2.98960056654629	14499.7421875	2.96581725124245	14499.529296875	2.88461924305556	14499.79296875	2.79782506091874	14499.580078125	2.71490749581422	14499.529296875	2.53903418911788	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
14999.52734375	3.03335285696706	14999.5517578125	3.02562328592666	14999.52734375	3.00570445699569	14999.7783203125	2.93404227017758	14999.6904296875	2.85241643167184	14999.8271484375	2.77311795761448	14999.7783203125	2.63474055338334	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
15499.7744140625	3.06419871332165	15499.712890625	3.05911518143308	15499.537109375	3.04262959792827	15499.76171875	2.9794288168346	15499.537109375	2.90350134392469	15499.80078125	2.82782916777418	15499.7373046875	2.70803900802007	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
15999.5712890625	3.09316565845506	15999.7724609375	3.09027647695839	15999.759765625	3.07700748176335	15999.533203125	3.02145913543639	15999.7724609375	2.95134124391613	15999.5087890625	2.87967699470456	15999.6591796875	2.74898401844973	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
16499.78125	3.12085241949427	16499.51953125	3.11947198721053	16499.794921875	3.10880346380019	16499.5546875	3.060325409724	16499.53125	2.99673074512586	16499.568359375	2.92917126654792	16499.60546875	2.80638387602783	--		--		--	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--		--		--	
